date,capital,daily_return,cumulative_return
2024-01-01,10000.0,0.0,0.0
2024-01-02,10087.164821854962,0.008716482185496054,0.00871648218549617
2024-01-03,10157.61721921965,0.0069843606810156555,0.015761721921965
2024-01-04,10252.620045790592,0.00935286539358711,0.02526200457905925
2024-01-05,10325.818185002721,0.007139456927615525,0.03258181850027213
2024-01-06,10393.404058552902,0.006545328645079455,0.039340405855290195
2024-01-07,10490.195149607784,0.009312742053478732,0.04901951496077836
2024-01-08,10571.373573924891,0.007738504685505575,0.05713735739248914
2024-01-09,10656.193919616888,0.008023587956555861,0.06561939196168878
2024-01-10,10729.288338670896,0.006859336420243742,0.07292883386708963
2024-01-11,10790.336511549493,0.00568986226780425,0.07903365115494926
2024-01-12,10861.250770466162,0.006572015510430734,0.0861250770466162
2024-01-13,10936.13047169193,0.006894206091749565,0.09361304716919294
2024-01-14,10975.590980974528,0.003608269797506684,0.0975590980974528
2024-01-15,11021.789045782783,0.004209164216153487,0.10217890457827834
2024-01-16,11115.662277778616,0.008517059399875862,0.1115662277778616
2024-01-17,11168.47037309019,0.004750782633720567,0.11684703730901892
2024-01-18,11241.535723639694,0.006542109000490454,0.1241535723639694
2024-01-19,11311.452967355159,0.0062195455704896025,0.13114529673551586
2024-01-20,11375.616540693054,0.005672443100198747,0.1375616540693054
2024-01-21,11481.111475700278,0.009273777349108527,0.1481111475700278
2024-01-22,11555.23897536167,0.0064564741678784544,0.155523897536167
2024-01-23,11641.849227526032,0.007495323320360011,0.16418492275260324
2024-01-24,11715.770549722274,0.00634962030099669,0.17157705497222742
2024-01-25,11794.733435565033,0.006739879848929674,0.17947334355650327
2024-01-26,11869.927009498591,0.006375182139074549,0.18699270094985915
2024-01-27,11934.586809336755,0.005447362884912623,0.19345868093367552
2024-01-28,12010.4713513854,0.006358371953797199,0.20104713513854003
2024-01-29,12076.76376741387,0.0055195515720389415,0.20767637674138695
2024-01-30,12147.766759006403,0.005879306158502396,0.21477667590064028
2024-01-31,12216.154523913448,0.0056296573900171745,0.22161545239134484
2024-02-01,12341.583211381312,0.010267444409149682,0.2341583211381312
2024-02-02,12420.323286514822,0.0063800627346495475,0.2420323286514822
2024-02-03,12480.080242746275,0.004811223899166375,0.2480080242746275
2024-02-04,12581.04190275921,0.008089824588396894,0.2581041902759211
2024-02-05,12655.17329060952,0.00589230911265382,0.26551732906095205
2024-02-06,12752.438390254738,0.007685797532096381,0.2752438390254738
2024-02-07,12800.548042336593,0.0037725845528192923,0.28005480423365936
2024-02-08,12865.205491047169,0.005051146911579793,0.28652054910471686
2024-02-09,12947.278236030419,0.006379435216978331,0.2947278236030419
2024-02-10,13057.586417805505,0.00851979696150444,0.3057586417805505
2024-02-11,13137.658125523554,0.006132198183950839,0.3137658125523554
2024-02-12,13213.042151769054,0.005738010954863099,0.3213042151769054
2024-02-13,13286.60926295702,0.0055677648147150404,0.3286609262957019
2024-02-14,13336.710560052828,0.003770811356324912,0.33367105600528285
2024-02-15,13420.707401062898,0.0062981678002118294,0.34207074010628985
2024-02-16,13515.769976303392,0.007083276044969499,0.3515769976303392
2024-02-17,13639.820533578455,0.00917820867716422,0.3639820533578455
2024-02-18,13738.818361396548,0.0072580007614015665,0.37388183613965487
2024-02-19,13800.939985882034,0.004521613347770487,0.3800939985882034
2024-02-20,13925.328432367158,0.009013041619800375,0.3925328432367158
2024-02-21,14009.559845121068,0.006048791822972468,0.4009559845121068
2024-02-22,14102.240432961373,0.006615524603550077,0.41022404329613726
2024-02-23,14224.295601318607,0.008655019671339087,0.42242956013186067
2024-02-24,14342.423854282726,0.008304682092881129,0.4342423854282726
2024-02-25,14453.292885517092,0.007730146059047004,0.4453292885517092
2024-02-26,14564.13694079121,0.0076691212273977405,0.45641369407912097
2024-02-27,14659.951359124636,0.006578791364222118,0.4659951359124636
2024-02-28,14754.79557099128,0.006469612998245718,0.47547955709912804
2024-02-29,14905.930295989128,0.01024309176434716,0.4905930295989128
2024-03-01,15027.352936953981,0.00814592840257173,0.5027352936953982
2024-03-02,15136.586014781205,0.007268950046325656,0.5136586014781206
2024-03-03,15234.531337690432,0.0064707671078262155,0.5234531337690432
2024-03-04,15318.138639706669,0.005488012736525154,0.5318138639706669
2024-03-05,15470.3622021162,0.009937471254826347,0.5470362202116199
2024-03-06,15612.09788772245,0.009161756121447541,0.5612097887722449
2024-03-07,15709.700498741697,0.00625172937815118,0.5709700498741697
2024-03-08,15829.482021481148,0.007624685317778343,0.5829482021481148
2024-03-09,15943.05854952612,0.007174999655127248,0.594305854952612
2024-03-10,16035.441390467824,0.005794549436967896,0.6035441390467824
2024-03-11,16137.760296759458,0.00638079762197609,0.6137760296759458
2024-03-12,16260.235320183394,0.0075893445665150844,0.6260235320183394
2024-03-13,16350.951726837695,0.005579034058731979,0.6350951726837695
2024-03-14,16489.823559724606,0.00849319569936544,0.6489823559724606
2024-03-15,16519.532247860774,0.0018016377208990174,0.6519532247860774
2024-03-16,16665.853472443927,0.008857467777400254,0.6665853472443927
2024-03-17,16761.838439244144,0.005759379017637591,0.6761838439244144
2024-03-18,16870.757428872657,0.006498033615065864,0.6870757428872657
2024-03-19,16991.0877224361,0.00713247725069582,0.6991087722436099
2024-03-20,17038.12102040618,0.002768115775659022,0.703812102040618
2024-03-21,17159.637203566093,0.007132017844830095,0.7159637203566094
2024-03-22,17283.09130249987,0.007194446914537383,0.728309130249987
2024-03-23,17446.81246270131,0.009472909523874274,0.744681246270131
2024-03-24,17554.96803895864,0.006199159673926145,0.7554968038958639
2024-03-25,17656.217504888926,0.005767567659798234,0.7656217504888926
