date,capital,daily_return,cumulative_return,hedge_ratio
2024-01-01,10000.0,0.0,0.0,1.0
2024-01-02,10066.576528063997,0.006657652806399635,0.00665765280639971,1.0
2024-01-03,10104.7862370182,0.0037957004397352868,0.010478623701819925,1.0
2024-01-04,10157.058031195624,0.0051729737721646525,0.01570580311956237,1.0
2024-01-05,10210.85846457239,0.0052968520226553805,0.02108584645723895,1.0
2024-01-06,10258.829038000073,0.004697996117968026,0.02588290380000726,1.0
2024-01-07,10311.262930285482,0.005111099141158127,0.031126293028548208,1.0
2024-01-08,10357.68871442715,0.0045024343240545155,0.035768871442714956,1.0
2024-01-09,10425.346585581656,0.006532139845086,0.04253465855816557,1.0
2024-01-10,10466.71203846742,0.003967777238501795,0.04667120384674199,1.0
2024-01-11,10511.571204593596,0.004285889012835074,0.05115712045935961,1.0
2024-01-12,10565.562727155182,0.005136389366605004,0.056556272715518205,1.0
2024-01-13,10612.084665290131,0.00440316709448713,0.06120846652901309,1.0
2024-01-14,10657.122118501693,0.0042439779394967585,0.0657122118501693,1.0
2024-01-15,10703.517632694922,0.004353474951054801,0.07035176326949222,1.0
2024-01-16,10781.1450307549,0.00725251274617021,0.07811450307549003,1.0
2024-01-17,10824.76303651008,0.0040457674607615,0.08247630365100794,1.0
2024-01-18,10867.760920772258,0.003972177877442258,0.08677609207722581,1.0
2024-01-19,10928.15133175972,0.0055568402201445185,0.09281513317597201,1.0
2024-01-20,10990.923011526966,0.005744034636930401,0.09909230115269656,1.0
2024-01-21,11050.22957772959,0.005395958659743688,0.10502295777295895,1.0
2024-01-22,11101.329314706438,0.004624314510155808,0.11013293147064378,1.0
2024-01-23,11161.865288024384,0.0054530382445056045,0.11618652880243845,1.0
2024-01-24,11229.294560770028,0.006041039826738358,0.12292945607700276,1.0
2024-01-25,11291.660441521653,0.005553855624155041,0.12916604415216534,1.0
2024-01-26,11339.360085527811,0.004224325045301337,0.1339360085527811,1.0
2024-01-27,11394.929387619835,0.004900567728063077,0.13949293876198354,1.0
2024-01-28,11436.82541199957,0.0036767252305445284,0.14368254119995708,1.0
2024-01-29,11484.675348455468,0.0041838477665046645,0.14846753484554684,1.0
2024-01-30,11533.057759787098,0.004212780062445088,0.15330577597870979,1.0
2024-01-31,11593.790594550032,0.005265978548611224,0.15937905945500316,0.3
2024-02-01,11697.003823225048,0.00890245755547233,0.1697003823225048,0.3
2024-02-02,11764.672265143376,0.005785108985257269,0.17646722651433755,0.3
2024-02-03,11819.834911544023,0.004688838342236338,0.18198349115440232,0.3
2024-02-04,11904.958600158612,0.007201766289599613,0.19049586001586122,0.3
2024-02-05,11974.312945408687,0.00582566874689941,0.19743129454086866,0.3
2024-02-06,12058.570092030255,0.007036491112742662,0.20585700920302552,0.3
2024-02-07,12116.776665689024,0.004826988043734842,0.21167766656890236,1.0
2024-02-08,12176.74115766202,0.0049488815076371056,0.21767411576620196,1.0
2024-02-09,12227.13949161441,0.004138901640417905,0.22271394916144108,1.0
2024-02-10,12320.673788038359,0.007649728416699269,0.23206737880383588,0.3
2024-02-11,12387.939944534408,0.0054596167103583455,0.2387939944534408,0.3
2024-02-12,12453.171452384027,0.005265726839303884,0.24531714523840273,0.3
2024-02-13,12517.261155782935,0.005146456358041908,0.2517261155782935,0.3
2024-02-14,12568.864848297526,0.004122602530406551,0.25688648482975257,1.0
2024-02-15,12640.031462755733,0.005662135389087816,0.26400314627557325,1.0
2024-02-16,12714.8023393948,0.005915402731344701,0.27148023393948006,1.0
2024-02-17,12818.979642396142,0.0081933875352953,0.28189796423961416,0.3
2024-02-18,12902.643775847051,0.006526582909470226,0.2902643775847051,0.3
2024-02-19,12970.714799403337,0.0052757423004819465,0.29707147994033367,1.0
2024-02-20,13059.793217170474,0.006867656805717023,0.30597932171704745,1.0
2024-02-21,13120.08350129002,0.004616480760221995,0.3120083501290021,1.0
2024-02-22,13194.385840018726,0.005663251969501563,0.3194385840018725,1.0
2024-02-23,13297.930428859794,0.007847624747111545,0.32979304288597944,0.3
2024-02-24,13395.636975356132,0.0073475002008049125,0.3395636975356132,0.3
2024-02-25,13487.265047083743,0.006840142943271689,0.34872650470837435,0.3
2024-02-26,13588.491168319775,0.007505311186712181,0.3588491168319775,0.3
2024-02-27,13672.083102830788,0.006151671548780909,0.36720831028307876,0.3
2024-02-28,13750.721455090401,0.005751746216590106,0.3750721455090401,0.3
2024-02-29,13878.153302236318,0.009267284452100087,0.38781533022363185,0.3
2024-03-01,13986.992691834172,0.007842498005863353,0.39869926918341714,0.3
2024-03-02,14082.995123433191,0.006863693555446559,0.4082995123433191,0.3
2024-03-03,14173.342580228378,0.006415358097004176,0.4173342580228378,0.3
2024-03-04,14251.752548588063,0.005532214290019747,0.4251752548588063,0.3
2024-03-05,14381.070581124355,0.009073833698375687,0.4381070581124355,0.3
2024-03-06,14497.356880727362,0.008086066954962064,0.44973568807273623,0.3
2024-03-07,14581.274099171455,0.005788449517694453,0.45812740991714546,0.3
2024-03-08,14679.641611856741,0.0067461534579393535,0.46796416118567413,0.3
2024-03-09,14775.12642896443,0.006504574132829304,0.47751264289644296,0.3
2024-03-10,14857.538107427436,0.0055777308478016825,0.48575381074274354,0.3
2024-03-11,14943.182381794168,0.005764365115369735,0.4943182381794168,0.3
2024-03-12,15040.82517179486,0.006534270111007512,0.504082517179486,0.3
2024-03-13,15117.501199063385,0.005097860416083494,0.5117501199063385,0.3
2024-03-14,15227.770375656111,0.007294140423124721,0.5227770375656111,0.3
2024-03-15,15265.492917849086,0.0024772203193500954,0.5265492917849086,0.3
2024-03-16,15388.1736582656,0.008036474228295041,0.5388173658265599,0.3
2024-03-17,15468.978596997664,0.005251106500781003,0.5468978596997663,0.3
2024-03-18,15563.64757735203,0.0061199244514268765,0.5563647577352031,0.3
2024-03-19,15666.95012292085,0.006637425131570291,0.5666950122920851,0.3
2024-03-20,15716.782547530158,0.003180735511272189,0.5716782547530158,0.3
2024-03-21,15822.360480902806,0.006717528416096756,0.5822360480902805,0.3
2024-03-22,15925.618211225727,0.006526063569816241,0.5925618211225726,0.3
2024-03-23,16059.025221282951,0.008376881091070449,0.6059025221282951,0.3
2024-03-24,16154.457156656446,0.0059425733541423244,0.6154457156656447,0.3
2024-03-25,16245.799060423979,0.005654284937076592,0.6245799060423979,0.3
2024-03-26,16342.577139071329,0.005957114099922029,0.6342577139071329,0.3
2024-03-27,16441.66391890451,0.006063106142316205,0.6441663918904509,0.3
2024-03-28,16540.389937432028,0.006004624532800641,0.6540389937432028,0.3
2024-03-29,16637.22361561943,0.005854376985893146,0.6637223615619431,0.3
2024-03-30,16729.995614503307,0.005576170701749694,0.6729995614503307,0.3
