date,btc_price,eth_price,sol_price,funding_rate,lp_apy
2024-10-16 00:00:00,66962.21994496793,2602.0760435960988,154.62263332245095,,
2024-10-17 00:00:00,67647.54414766871,2611.700159182395,154.2635899099486,,
2024-10-18 00:00:00,67328.10527002988,2603.1202923346113,150.27306080375143,,
2024-10-19 00:00:00,68465.61920668735,2643.156520987104,155.0727514171131,,
2024-10-20 00:00:00,68388.87128965274,2649.979289580214,159.59268197009004,,
2024-10-21 00:00:00,68962.82918045693,2742.9591411600395,166.573580832598,,
2024-10-22 00:00:00,67394.85775735618,2665.731938974013,166.37603410566598,,
2024-10-23 00:00:00,67351.04793512498,2619.5653130506435,167.21134937308716,,
2024-10-24 00:00:00,66683.96806542306,2524.1038563091197,171.31390405727439,,
2024-10-25 00:00:00,68214.05205157402,2536.234041319884,177.37306125678103,,
2024-10-26 00:00:00,66585.66535501445,2422.09328922875,164.34475959360174,,
2024-10-27 00:00:00,67018.1650170265,2479.3736032443317,170.56035339294928,,
2024-10-28 00:00:00,67938.55412885673,2505.502947138879,176.62596685410173,,
2024-10-29 00:00:00,69845.304531169,2564.8138556782997,178.14045831001073,,
2024-10-30 00:00:00,72781.11308158132,2638.637351278122,179.3686111316114,,
2024-10-31 00:00:00,72342.62171127986,2657.6141818494384,175.07910306095894,,
2024-11-01 00:00:00,70264.99735573279,2514.750787241073,168.4025224117599,,
2024-11-02 00:00:00,69507.92256395647,2513.8372870612066,166.28821025376803,,
2024-11-03 00:00:00,69299.16036699413,2491.352150058657,165.99502794396105,,
2024-11-04 00:00:00,68803.50626277467,2456.979687344711,162.66791799614072,,
2024-11-05 00:00:00,67793.29782704762,2395.9472139132804,157.6072230849172,,
2024-11-06 00:00:00,69335.42553133758,2422.368479855642,166.51143603878933,,
2024-11-07 00:00:00,75620.88606963192,2720.6217450068793,187.1685353309579,,
2024-11-08 00:00:00,75987.24178320667,2894.9718733838376,196.20253922973225,,
2024-11-09 00:00:00,76550.0213845611,2960.9593369382137,199.83336694253737,,
2024-11-10 00:00:00,76630.22631415377,3130.035524073996,200.1685708629758,,
2024-11-11 00:00:00,80466.71654833542,3191.9044555518153,210.18784246643875,,
2024-11-12 00:00:00,88637.42000322911,3372.7914863430115,222.64379026281208,,
2024-11-13 00:00:00,88264.59974582895,3260.934386131155,213.0672905358662,,
2024-11-14 00:00:00,90488.10007497849,3191.8991843987947,215.0830227659504,,
2024-11-15 00:00:00,87407.51273710128,3059.812296932496,209.3680513303875,,
2024-11-16 00:00:00,90947.97509443703,3093.913043390382,219.08569006216123,,
2024-11-17 00:00:00,90606.45489380708,3133.8802234191417,216.05467211977268,,
2024-11-18 00:00:00,89841.47194135105,3075.534532601624,237.4665536612789,,
2024-11-19 00:00:00,90534.62459650292,3209.4239073326826,239.77742042710136,,
2024-11-20 00:00:00,92251.65240738312,3112.9098010150224,237.91328769126025,,
2024-11-21 00:00:00,94217.02229634205,3075.193856649331,236.04012432804112,,
2024-11-22 00:00:00,98509.11859102432,3365.9369715466096,257.2507185771503,,
2024-11-23 00:00:00,98927.49494553401,3327.7571951719624,256.24790229652683,,
2024-11-24 00:00:00,97679.46381643033,3394.036961782547,254.69897355925355,,
2024-11-25 00:00:00,98015.9355289458,3368.7027619429946,253.63893250552624,,
2024-11-26 00:00:00,93004.70093103287,3417.291223691937,234.5375215535424,,
2024-11-27 00:00:00,91931.83077291827,3325.636532587645,230.77914119497484,,
2024-11-28 00:00:00,95981.18057210564,3666.1884904377557,242.46678684660802,,
2024-11-29 00:00:00,95661.59595817851,3579.2407862474997,237.65273808614407,,
2024-11-30 00:00:00,97453.2473451042,3598.1933212253616,243.70089664594224,,
2024-12-01 00:00:00,96513.14234698225,3709.9094391073327,238.16347667858562,,
2024-12-02 00:00:00,97311.70719084324,3708.8072387383017,237.54718827599987,,
2024-12-03 00:00:00,95833.1362300365,3643.855375704235,225.5283610124218,,
2024-12-04 00:00:00,96031.63097759831,3625.7104579497204,234.99258635351788,,
2024-12-05 00:00:00,98881.4694561823,3839.443460715871,229.06669921453178,,
2024-12-06 00:00:00,97201.50036407741,3796.8688671601276,237.3008587229224,,
2024-12-07 00:00:00,99973.85150659826,4013.726145388712,237.00646868253727,,
2024-12-08 00:00:00,99781.82999198174,4000.992076502189,238.89329739813545,,
2024-12-09 00:00:00,101235.3717025316,4015.7820212328807,237.57854563045439,,
2024-12-10 00:00:00,97353.94700820887,3713.3138979971745,217.61737842270807,,
2024-12-11 00:00:00,96649.71446771531,3626.5886417774996,213.52687206332865,,
2024-12-12 00:00:00,101123.61811033697,3828.1075883404096,227.0731413756734,,
2024-12-13 00:00:00,100000.80836535197,3878.850012073054,227.02574746034202,,
2024-12-14 00:00:00,101352.22971292294,3907.4296595053356,224.59546331682483,,
2024-12-15 00:00:00,101367.01064553364,3866.9958020348054,219.871836259502,,
2024-12-16 00:00:00,104721.50151808978,3961.3154661802305,224.53658892974883,,
2024-12-17 00:00:00,106074.10723541168,3992.857195846062,216.51544960024825,,
2024-12-18 00:00:00,106034.913402645,3879.4062240100893,222.74032965988914,,
2024-12-19 00:00:00,100355.5761481501,3628.2624780444953,205.36330239790396,,
2024-12-20 00:00:00,97851.35377075805,3434.6754695380805,194.9019815694289,,
2024-12-21 00:00:00,97691.43431692653,3468.658920056454,194.12198450453806,,
2024-12-22 00:00:00,97202.82496847633,3337.5972231166807,181.0289078386085,,
2024-12-23 00:00:00,95094.27394862173,3275.8894274015142,180.15299381882627,,
2024-12-24 00:00:00,94644.91085464321,3414.6414419807993,189.84218617656558,,
2024-12-25 00:00:00,98695.71400782601,3497.555287927574,197.50098597289022,,
2024-12-26 00:00:00,99344.95417367229,3494.5109273631047,197.3576592740719,,
2024-12-27 00:00:00,95678.31244565405,3327.7897761683494,188.14456627233477,,
2024-12-28 00:00:00,94331.94727053077,3328.6111553091764,183.74866385462855,,
2024-12-29 00:00:00,95184.61945288602,3397.8341205085153,194.8276511169169,,
2024-12-30 00:00:00,93663.44751964067,3357.330742971463,189.9284130164687,,
2024-12-31 00:00:00,92627.28213113277,3359.513941757392,190.70066508822853,,
2025-01-01 00:00:00,93507.85874741491,3336.6175137659498,189.45168366761857,,
2025-01-02 00:00:00,94384.1761153871,3348.967247123586,193.64679144177083,,
2025-01-03 00:00:00,96852.14681235075,3448.140436960939,207.87862676897498,,
2025-01-04 00:00:00,98084.34279280754,3604.2913795931763,217.647289485303,,
2025-01-05 00:00:00,98256.73876849933,3660.37804173532,216.68364826265568,,
2025-01-06 00:00:00,98364.58946599838,3635.8549961807084,213.44823541657385,,
