date,capital,daily_return,cumulative_return
2024-10-16 00:00:00,10000.0,0.0,0.0
2024-10-17 00:00:00,10067.082844654675,0.006708284465467634,0.006708284465467477
2024-10-18 00:00:00,10065.990287607869,-0.00010852767019663275,0.0065990287607868596
2024-10-19 00:00:00,10158.99308909079,0.009239309677997314,0.01589930890907908
2024-10-20 00:00:00,10180.572584232963,0.0021241765746788334,0.018057258423296297
2024-10-21 00:00:00,10241.741046975541,0.0060083519111008505,0.024174104697554138
2024-10-22 00:00:00,10126.240483628484,-0.011277434453506766,0.012624048362848406
2024-10-23 00:00:00,10150.706989128685,0.002416148968588866,0.015070698912868465
2024-10-24 00:00:00,10116.990147558492,-0.003321624947533534,0.011699014755849203
2024-10-25 00:00:00,10233.723965811092,0.011538393983784902,0.023372396581109206
2024-10-26 00:00:00,10111.110773442177,-0.011981287826263731,0.011111077344217665
2024-10-27 00:00:00,10164.572514581052,0.005287425124378954,0.016457251458105202
2024-10-28 00:00:00,10246.274134193929,0.008037880540049738,0.024627413419392907
2024-10-29 00:00:00,10384.436790648931,0.01348418504575478,0.03844367906489315
2024-10-30 00:00:00,10579.57824813453,0.018791722788598454,0.057957824813453046
2024-10-31 00:00:00,10569.885285788367,-0.0009161955343420719,0.05698852857883667
2024-11-01 00:00:00,10411.477118705365,-0.01498674420771517,0.04114771187053648
2024-11-02 00:00:00,10371.27786091704,-0.0038610523108294067,0.037127786091704
2024-11-03 00:00:00,10381.203706184493,0.000957051329697376,0.038120370618449306
2024-11-04 00:00:00,10364.434957297286,-0.0016152990887961102,0.0364434957297286
2024-11-05 00:00:00,10299.305049886585,-0.006283980523689319,0.029930504988658502
2024-11-06 00:00:00,10417.368313246843,0.011463226187436545,0.041736831324684316
2024-11-07 00:00:00,10805.595475234803,0.03726729729756068,0.08055954752348025
2024-11-08 00:00:00,10855.951062891796,0.004660139996208721,0.0855951062891796
2024-11-09 00:00:00,10917.108590162417,0.005633548540917201,0.09171085901624174
2024-11-10 00:00:00,10952.232436364744,0.003217321318391601,0.0952232436364744
2024-11-11 00:00:00,11191.471555299799,0.021843867935153305,0.11914715552997987
2024-11-12 00:00:00,11654.85345004253,0.041404911986153745,0.16548534500425302
2024-11-13 00:00:00,11657.317044326855,0.00021137925885418986,0.16573170443268553
2024-11-14 00:00:00,11801.773041899878,0.012391873449416313,0.1801773041899878
2024-11-15 00:00:00,11585.940167963367,-0.01828817357953249,0.15859401679633667
2024-11-16 00:00:00,11796.933689489424,0.018211169613104306,0.17969336894894242
2024-11-17 00:00:00,11802.726056289352,0.0004910061336606211,0.18027260562893516
2024-11-18 00:00:00,11774.217378225017,-0.0024154316492961065,0.17742173782250176
2024-11-19 00:00:00,11841.930746724638,0.005750986781070408,0.18419307467246382
2024-11-20 00:00:00,11960.658421977732,0.010026040330115428,0.19606584219777323
2024-11-21 00:00:00,12091.207402037382,0.010914865674933653,0.2091207402037382
2024-11-22 00:00:00,12334.606294209767,0.020130238782553045,0.2334606294209767
2024-11-23 00:00:00,12389.286460371255,0.004433069435475717,0.23892864603712552
2024-11-24 00:00:00,12327.309019649068,-0.0050025028415018385,0.23273090196490684
2024-11-25 00:00:00,12378.197946827844,0.004128145655930426,0.2378197946827844
2024-11-26 00:00:00,12020.723059343187,-0.02887939658262349,0.20207230593431869
2024-11-27 00:00:00,11968.63813041938,-0.0043329281164434155,0.196863813041938
2024-11-28 00:00:00,12202.710649573033,0.01955715567661264,0.2202710649573033
2024-11-29 00:00:00,12211.921126507594,0.00075478942335499,0.22119211265075936
2024-11-30 00:00:00,12333.261453614366,0.009936219358916946,0.23332614536143664
2024-12-01 00:00:00,12294.26622823892,-0.0031617934576437523,0.22942662282389192
2024-12-02 00:00:00,12367.581333588869,0.005963357551307071,0.23675813335888687
