date,capital,daily_return,cumulative_return
2024-01-01,10000.0,0.0,0.0
2024-01-02,10043.2163674863,0.0043216367486299985,0.0043216367486300445
2024-01-03,10090.322865531483,0.004690379687296624,0.009032286553148333
2024-01-04,10135.43938610314,0.00447126629870026,0.013543938610314036
2024-01-05,10184.607914680717,0.004851149190926293,0.018460791468071693
2024-01-06,10227.640404370213,0.004225247554936822,0.02276404043702132
2024-01-07,10281.196775408433,0.005236434692730627,0.028119677540843258
2024-01-08,10327.453120423934,0.004499120678843696,0.03274531204239338
2024-01-09,10370.174991926893,0.004136728678871662,0.03701749919268932
2024-01-10,10417.054675614008,0.004520626095857783,0.04170546756140084
2024-01-11,10466.65827655373,0.004761768319776596,0.04666582765537296
2024-01-12,10514.362647704382,0.004557746120126474,0.051436264770438174
2024-01-13,10559.336196242546,0.004277344242828206,0.0559336196242546
2024-01-14,10607.72882050422,0.004582922956738074,0.06077288205042205
2024-01-15,10652.738089065628,0.004243063649440827,0.06527380890656277
2024-01-16,10705.039618540002,0.004909679468047594,0.07050396185400022
2024-01-17,10761.955057442812,0.005316695774225574,0.07619550574428122
2024-01-18,10814.784954070923,0.004908949753657749,0.0814784954070923
2024-01-19,10862.636970024887,0.0044246849250527244,0.0862636970024887
2024-01-20,10915.833131890759,0.004897168340676785,0.09158331318907585
2024-01-21,10962.571200382272,0.0042816767100412175,0.09625712003822719
2024-01-22,11012.687675904526,0.004571598633768136,0.10126876759045263
2024-01-23,11062.668069854126,0.004538437429670943,0.10626680698541259
2024-01-24,11110.672933605461,0.004339356785199911,0.11106729336054613
2024-01-25,11159.446022676466,0.004389751130508337,0.1159446022676466
2024-01-26,11206.970294948016,0.004258658734042658,0.12069702949480161
2024-01-27,11255.590014981946,0.004338346471378533,0.12555900149819463
2024-01-28,11310.31914126258,0.004862395148347333,0.131031914126258
2024-01-29,11355.831187470121,0.004023940053247783,0.13558311874701212
2024-01-30,11404.385486628917,0.004275715124434814,0.14043854866289165
2024-01-31,11457.740711073653,0.004678483071910634,0.14577407110736532
2024-02-01,11506.558170067767,0.004260653144902587,0.15065581700677666
2024-02-02,11559.18162427549,0.00457334447277342,0.15591816242754902
2024-02-03,11604.86025995127,0.003951718829285398,0.16048602599512707
2024-02-04,11660.202047721885,0.0047688456845621065,0.16602020477218848
2024-02-05,11710.613832336323,0.004323405753014946,0.1710613832336323
2024-02-06,11760.951624204396,0.004298475945733565,0.17609516242043954
2024-02-07,11814.124091401298,0.004521102449522186,0.1814124091401298
2024-02-08,11874.27165420863,0.005091157189647903,0.1874271654208629
2024-02-09,11922.931695269523,0.004097939012844338,0.19229316952695227
2024-02-10,11970.480191057593,0.0039879869316819805,0.19704801910575934
2024-02-11,12025.883675348265,0.004628342673509473,0.20258836753482645
2024-02-12,12082.448677564485,0.004703604636736469,0.20824486775644854
2024-02-13,12131.502524272266,0.004059925931973299,0.2131502524272266
2024-02-14,12195.44191558966,0.005270525327713189,0.21954419155896593
2024-02-15,12247.161626450228,0.004240905021609186,0.2247161626450228
2024-02-16,12307.330449332574,0.004912878976986871,0.23073304493325741
2024-02-17,12357.609691969938,0.0040853085764095,0.23576096919699377
2024-02-18,12407.990156379768,0.004076877783457499,0.24079901563797684
2024-02-19,12462.084621336255,0.004359647636299245,0.24620846213362546
2024-02-20,12518.204742143633,0.004503269116893621,0.25182047421436327
2024-02-21,12571.605091405641,0.0042658152955616264,0.25716050914056415
2024-02-22,12634.97194942734,0.005040474749323613,0.26349719494273394
2024-02-23,12684.183575441462,0.0038948741802592337,0.2684183575441462
2024-02-24,12732.20509917203,0.003785937300966357,0.273220509917203
2024-02-25,12782.567595027815,0.003955520309601285,0.27825675950278145
2024-02-26,12835.609595447515,0.004149557592821502,0.28356095954475147
2024-02-27,12885.322576706027,0.003873051832002012,0.28853225767060264
2024-02-28,12939.720489133235,0.004221695817343962,0.2939720489133235
2024-02-29,12993.140060375894,0.004128340429572669,0.2993140060375894
2024-03-01,13043.870491259686,0.0039044011415300312,0.3043870491259686
2024-03-02,13095.205570632019,0.0039355710720012016,0.30952055706320186
2024-03-03,13145.7442687762,0.003859328352776803,0.31457442687761994
2024-03-04,13195.045288874471,0.0037503407255054886,0.3195045288874471
2024-03-05,13253.552665705247,0.00443404138067695,0.3253552665705247
2024-03-06,13305.141744569952,0.0038924717142593667,0.33051417445699516
2024-03-07,13361.360450007864,0.00422533682971512,0.33613604500078637
2024-03-08,13418.615980979803,0.0042851572776711425,0.3418615980979803
2024-03-09,13470.210392433677,0.003844987555125463,0.3470210392433677
2024-03-10,13524.878029749023,0.004058410056167661,0.3524878029749023
2024-03-11,13580.223057211766,0.004092090689543141,0.3580223057211766
2024-03-12,13633.709847226042,0.00393857963812098,0.3633709847226042
2024-03-13,13685.838460462095,0.0038235090683448798,0.36858384604620953
2024-03-14,13738.36034847349,0.0038376814225251988,0.37383603484734906
2024-03-15,13799.843834852552,0.004475314726032302,0.37998438348525526
2024-03-16,13851.987460475826,0.0037785663553367484,0.3851987460475826
2024-03-17,13903.22839374196,0.0036991755451945855,0.390322839374196
2024-03-18,13957.774245568553,0.003923250793401738,0.3957774245568553
2024-03-19,14018.74520167679,0.00436824346314346,0.40187452016767894
2024-03-20,14071.992122796879,0.0037982658471973543,0.4071992122796879
2024-03-21,14125.508994952446,0.0038030771825739444,0.41255089949524465
